Population Issue,x,Run,3189 VCF Files cohort,1GP Files,x,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,Genome_coverage,Avg rDNA Coverage,Estimated Copy #
,23559,ERR3241928,ERR3241928,ERR3241928,TRUE,WGS,PRJEB31736,SAMN00014377,NYGC,public,HG01518,2019-03-22,2019-03-22,ERX3268943,Illumina NovaSeq 6000,HG01518,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01518,male,ERP114329,EUR,European,10484919940,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:33:00Z,1,Coriell:HG01518,300,110011455600,MGP00010,IBS007,35.49092761,6470.372991,182.3106193
,23560,ERR3241929,ERR3241929,ERR3241929,TRUE,WGS,PRJEB31736,SAMN00014378,NYGC,public,HG01519,2019-03-22,2019-03-22,ERX3268944,Illumina NovaSeq 6000,HG01519,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01519,female,ERP114329,EUR,European,10356640361,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:24:00Z,1,Coriell:HG01519,300,109901077800,MGP00010,IBS007,35.4553185,6421.930825,181.127433
,23561,ERR3241930,ERR3241930,ERR3241930,TRUE,WGS,PRJEB31736,SAMN00014380,NYGC,public,HG01521,2019-03-22,2019-03-22,ERX3268945,Illumina NovaSeq 6000,HG01521,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01521,male,ERP114329,EUR,European,10373104150,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:23:00Z,1,Coriell:HG01521,300,105762320700,MGP00010,IBS008,34.12010911,7127.19686,208.8855237
,23562,ERR3241931,ERR3241931,ERR3241931,TRUE,WGS,PRJEB31736,SAMN00014381,NYGC,public,HG01522,2019-03-22,2019-03-22,ERX3268946,Illumina NovaSeq 6000,HG01522,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01522,female,ERP114329,EUR,European,10717864819,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T23:57:00Z,1,Coriell:HG01522,300,111642168000,MGP00010,IBS008,36.01701369,7113.455085,197.5026343
,23563,ERR3241932,ERR3241932,ERR3241932,TRUE,WGS,PRJEB31736,SAMN00014383,NYGC,public,HG01524,2019-03-22,2019-03-22,ERX3268947,Illumina NovaSeq 6000,HG01524,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01524,male,ERP114329,EUR,European,9856344209,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:17:00Z,1,Coriell:HG01524,300,104127785700,MGP00010,IBS009,33.59278981,7572.308623,225.4146996
,23564,ERR3241933,ERR3241933,ERR3241933,TRUE,WGS,PRJEB31736,SAMN00014384,NYGC,public,HG01525,2019-03-22,2019-03-22,ERX3268948,Illumina NovaSeq 6000,HG01525,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01525,female,ERP114329,EUR,European,11470829724,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:22:00Z,1,Coriell:HG01525,300,119284537200,MGP00010,IBS009,38.48252759,8102.599219,210.5526775
,23565,ERR3241934,ERR3241934,ERR3241934,TRUE,WGS,PRJEB31736,SAMN00014386,NYGC,public,HG01527,2019-03-22,2019-03-22,ERX3268949,Illumina NovaSeq 6000,HG01527,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01527,male,ERP114329,EUR,European,10763948183,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T07:15:00Z,1,Coriell:HG01527,300,113106271800,MGP00010,IBS010,36.48934998,7088.460418,194.2610768
,23566,ERR3241935,ERR3241935,ERR3241935,TRUE,WGS,PRJEB31736,SAMN00014387,NYGC,public,HG01528,2019-03-22,2019-03-22,ERX3268950,Illumina NovaSeq 6000,HG01528,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01528,female,ERP114329,EUR,European,10549145289,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:11:00Z,1,Coriell:HG01528,300,108557354100,MGP00010,IBS010,35.02181818,7158.525312,204.4018753
,23567,ERR3241936,ERR3241936,ERR3241936,TRUE,WGS,PRJEB31736,SAMN00014389,NYGC,public,HG01530,2019-03-22,2019-03-22,ERX3268951,Illumina NovaSeq 6000,HG01530,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01530,male,ERP114329,EUR,European,10902162433,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:06:00Z,1,Coriell:HG01530,300,109816310100,MGP00010,IBS011,35.42797149,7913.378624,223.3652758
,23568,ERR3241937,ERR3241937,ERR3241937,TRUE,WGS,PRJEB31736,SAMN00014390,NYGC,public,HG01531,2019-03-22,2019-03-22,ERX3268952,Illumina NovaSeq 6000,HG01531,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01531,female,ERP114329,EUR,European,10570609775,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:02:00Z,1,Coriell:HG01531,300,109067323800,MGP00010,IBS011,35.18634012,5484.563617,155.8719548
,23569,ERR3241938,ERR3241938,ERR3241938,TRUE,WGS,PRJEB31736,SAMN00014392,NYGC,public,HG01536,2019-03-22,2019-03-22,ERX3268953,Illumina NovaSeq 6000,HG01536,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01536,male,ERP114329,EUR,European,11028194553,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:21:00Z,1,Coriell:HG01536,300,115862517000,MGP00010,IBS013,37.37854555,5542.82417,148.2889205
,23570,ERR3241939,ERR3241939,ERR3241939,TRUE,WGS,PRJEB31736,SAMN00014393,NYGC,public,HG01537,2019-03-22,2019-03-22,ERX3268954,Illumina NovaSeq 6000,HG01537,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01537,female,ERP114329,EUR,European,10282245207,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:35:00Z,1,Coriell:HG01537,300,108178713900,MGP00010,IBS013,34.89966461,6011.59689,172.2537152
,23571,ERR3241940,ERR3241940,ERR3241940,TRUE,WGS,PRJEB31736,SAMN00014395,NYGC,public,HG01550,2019-03-22,2019-03-22,ERX3268955,Illumina NovaSeq 6000,HG01550,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Colombian in Medellin, Colombia",CLM,2019-03-25T00:00:00Z,HG01550,male,ERP114329,AMR,Ad Mixed American,10850419543,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:27:00Z,1,Coriell:HG01550,300,108421773000,MGP00005,CLM66,34.9780782,7799.198438,222.9738979
,23572,ERR3241941,ERR3241941,ERR3241941,TRUE,WGS,PRJEB31736,SAMN00014396,NYGC,public,HG01551,2019-03-22,2019-03-22,ERX3268956,Illumina NovaSeq 6000,HG01551,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Colombian in Medellin, Colombia",CLM,2019-03-25T00:00:00Z,HG01551,female,ERP114329,AMR,Ad Mixed American,10582484709,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T03:05:00Z,1,Coriell:HG01551,300,111306689100,MGP00005,CLM66,35.90878444,7099.831831,197.7185232
,22785,ERR3242810,ERR3242810,ERR3242810,TRUE,WGS,PRJEB31736,SAMN01091133,NYGC,public,HG01556,2019-03-22,2019-03-22,ERX3269825,Illumina NovaSeq 6000,HG01556,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Colombian in Medellin, Colombia",CLM,2019-03-25T00:00:00Z,HG01556,male,ERP114329,AMR,Ad Mixed American,9792500468,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T18:00:00Z,1,Coriell:HG01556,300,103551462000,,CLM68,33.40686133,7368.624831,220.572198
,23615,ERR3241984,ERR3241984,ERR3241984,TRUE,WGS,PRJEB31736,SAMN00249672,NYGC,public,HG01565,2019-03-22,2019-03-22,ERX3268999,Illumina NovaSeq 6000,HG01565,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01565,male,ERP114329,AMR,Ad Mixed American,13252299795,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T06:00:00Z,1,Coriell:HG01565,300,133430846100,MGP00011,"PEL001,PEL001",43.04628526,13208.34775,306.8405943
,23616,ERR3241985,ERR3241985,ERR3241985,TRUE,WGS,PRJEB31736,SAMN00249673,NYGC,public,HG01566,2019-03-22,2019-03-22,ERX3269000,Illumina NovaSeq 6000,HG01566,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01566,female,ERP114329,AMR,Ad Mixed American,11938973443,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T12:41:00Z,1,Coriell:HG01566,300,118730573100,MGP00011,"PEL001,PEL001",38.30381256,13712.15164,357.9839898
,23617,ERR3241986,ERR3241986,ERR3241986,TRUE,WGS,PRJEB31736,SAMN00249675,NYGC,public,HG01571,2019-03-22,2019-03-22,ERX3269001,Illumina NovaSeq 6000,HG01571,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01571,male,ERP114329,AMR,Ad Mixed American,11912121528,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T05:44:00Z,1,Coriell:HG01571,300,116587355400,MGP00011,"PEL003,PEL003",37.61238653,7173.418056,190.7195666
,23618,ERR3241987,ERR3241987,ERR3241987,TRUE,WGS,PRJEB31736,SAMN00249676,NYGC,public,HG01572,2019-03-22,2019-03-22,ERX3269002,Illumina NovaSeq 6000,HG01572,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01572,female,ERP114329,AMR,Ad Mixed American,10981419985,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T05:11:00Z,1,Coriell:HG01572,300,102959153100,MGP00011,"PEL003,PEL003",33.21577584,6322.32725,190.3410981
,23619,ERR3241988,ERR3241988,ERR3241988,TRUE,WGS,PRJEB31736,SAMN00249678,NYGC,public,HG01577,2019-03-22,2019-03-22,ERX3269003,Illumina NovaSeq 6000,HG01577,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01577,male,ERP114329,AMR,Ad Mixed American,11350201658,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T07:56:00Z,1,Coriell:HG01577,300,109780958700,MGP00011,"PEL005,PEL005",35.41656673,8089.649542,228.4142786
,23620,ERR3241989,ERR3241989,ERR3241989,TRUE,WGS,PRJEB31736,SAMN00249679,NYGC,public,HG01578,2019-03-22,2019-03-22,ERX3269004,Illumina NovaSeq 6000,HG01578,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Peruvian in Lima, Peru",PEL,2019-03-25T00:00:00Z,HG01578,female,ERP114329,AMR,Ad Mixed American,11692308897,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T06:05:00Z,1,Coriell:HG01578,300,118207224900,MGP00011,"PEL005,PEL005",38.13497457,5757.153673,150.967812
,23020,ERR3243045,ERR3243045,ERR3243045,TRUE,WGS,PRJEB31736,SAMN01761422,NYGC,public,HG01583,2019-03-22,2019-03-22,ERX3270060,Illumina NovaSeq 6000,HG01583,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG01583,male,ERP114329,SAS,South Asian,11186962412,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-31T15:04:00Z,1,Coriell:HG01583,300,121159793700,MGP00020,PK02,39.08750633,11903.06249,304.5234554
,23022,ERR3243047,ERR3243047,ERR3243047,TRUE,WGS,PRJEB31736,SAMN01761424,NYGC,public,HG01589,2019-03-22,2019-03-22,ERX3270062,Illumina NovaSeq 6000,HG01589,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG01589,male,ERP114329,SAS,South Asian,11580612888,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-31T08:09:00Z,1,Coriell:HG01589,300,110697059400,MGP00020,PK04,35.71211108,5919.407015,165.7534891
,23013,ERR3243038,ERR3243038,ERR3243038,TRUE,WGS,PRJEB31736,SAMN01761406,NYGC,public,HG01593,2019-03-22,2019-03-22,ERX3270053,Illumina NovaSeq 6000,HG01593,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG01593,female,ERP114329,SAS,South Asian,10963209094,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-31T22:14:00Z,1,Coriell:HG01593,300,116684175000,MGP00020,PK05,37.64362162,9820.183491,260.8724418
,23693,ERR3242062,ERR3242062,ERR3242062,TRUE,WGS,PRJEB31736,SAMN00249811,NYGC,public,HG01595,2019-03-22,2019-03-22,ERX3269077,Illumina NovaSeq 6000,HG01595,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01595,female,ERP114329,EAS,East Asian,11868730980,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:41:00Z,1,Coriell:HG01595,300,114544386000,MGP00014,VN001,36.95330172,8281.895524,224.1178768
,23694,ERR3242063,ERR3242063,ERR3242063,TRUE,WGS,PRJEB31736,SAMN00249812,NYGC,public,HG01596,2019-03-22,2019-03-22,ERX3269078,Illumina NovaSeq 6000,HG01596,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01596,male,ERP114329,EAS,East Asian,10946419502,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T07:11:00Z,1,Coriell:HG01596,300,118293418200,MGP00014,VN002,38.1627815,9193.067898,240.8909293
,23695,ERR3242064,ERR3242064,ERR3242064,TRUE,WGS,PRJEB31736,SAMN00249813,NYGC,public,HG01597,2019-03-22,2019-03-22,ERX3269079,Illumina NovaSeq 6000,HG01597,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01597,female,ERP114329,EAS,East Asian,10616299704,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T12:21:00Z,1,Coriell:HG01597,300,118194072300,MGP00014,VN003,38.1307314,10607.17959,278.1792847
,23696,ERR3242065,ERR3242065,ERR3242065,TRUE,WGS,PRJEB31736,SAMN00249814,NYGC,public,HG01598,2019-03-22,2019-03-22,ERX3269080,Illumina NovaSeq 6000,HG01598,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01598,female,ERP114329,EAS,East Asian,10239062902,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T06:53:00Z,1,Coriell:HG01598,300,111904003200,MGP00014,VN004,36.10148466,5561.574884,154.0539104
,23697,ERR3242066,ERR3242066,ERR3242066,TRUE,WGS,PRJEB31736,SAMN00249815,NYGC,public,HG01599,2019-03-22,2019-03-22,ERX3269081,Illumina NovaSeq 6000,HG01599,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01599,female,ERP114329,EAS,East Asian,10933423640,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:14:00Z,1,Coriell:HG01599,300,120626724300,MGP00014,VN005,38.91553218,13276.79458,341.1695494
,23698,ERR3242067,ERR3242067,ERR3242067,TRUE,WGS,PRJEB31736,SAMN00249816,NYGC,public,HG01600,2019-03-22,2019-03-22,ERX3269082,Illumina NovaSeq 6000,HG01600,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Kinh in Ho Chi Minh City, Vietnam",KHV,2019-03-25T00:00:00Z,HG01600,female,ERP114329,EAS,East Asian,11203648089,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:03:00Z,1,Coriell:HG01600,300,117829729200,MGP00014,VN006,38.01319023,14642.41032,385.1928825
,23573,ERR3241942,ERR3241942,ERR3241942,TRUE,WGS,PRJEB31736,SAMN00014405,NYGC,public,HG01602,2019-03-22,2019-03-22,ERX3268957,Illumina NovaSeq 6000,HG01602,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01602,female,ERP114329,EUR,European,11006760177,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:06:00Z,1,Coriell:HG01602,300,109107411600,MGP00010,IBS024,35.19927289,6785.506384,192.7740498
,23574,ERR3241943,ERR3241943,ERR3241943,TRUE,WGS,PRJEB31736,SAMN00014406,NYGC,public,HG01603,2019-03-22,2019-03-22,ERX3268958,Illumina NovaSeq 6000,HG01603,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01603,male,ERP114329,EUR,European,10928055995,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T23:55:00Z,1,Coriell:HG01603,300,109583524800,MGP00010,IBS024,35.35287234,7333.697687,207.4427677
,23575,ERR3241944,ERR3241944,ERR3241944,TRUE,WGS,PRJEB31736,SAMN00014408,NYGC,public,HG01605,2019-03-22,2019-03-22,ERX3268959,Illumina NovaSeq 6000,HG01605,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01605,female,ERP114329,EUR,European,10582198399,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T04:00:00Z,1,Coriell:HG01605,300,108722570700,MGP00010,IBS023,35.07511891,6101.240649,173.9478251
,23576,ERR3241945,ERR3241945,ERR3241945,TRUE,WGS,PRJEB31736,SAMN00014409,NYGC,public,HG01606,2019-03-22,2019-03-22,ERX3268960,Illumina NovaSeq 6000,HG01606,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01606,male,ERP114329,EUR,European,10082504533,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:12:00Z,1,Coriell:HG01606,300,103940011200,MGP00010,IBS023,33.53221165,5767.149992,171.9883571
,23577,ERR3241946,ERR3241946,ERR3241946,TRUE,WGS,PRJEB31736,SAMN00014410,NYGC,public,HG01607,2019-03-22,2019-03-22,ERX3268961,Illumina NovaSeq 6000,HG01607,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01607,female,ERP114329,EUR,European,10847465039,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:55:00Z,1,Coriell:HG01607,300,110204315700,MGP00010,IBS022,35.55314644,9749.376746,274.2198011
,23578,ERR3241947,ERR3241947,ERR3241947,TRUE,WGS,PRJEB31736,SAMN00014411,NYGC,public,HG01608,2019-03-22,2019-03-22,ERX3268962,Illumina NovaSeq 6000,HG01608,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01608,male,ERP114329,EUR,European,10193873073,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T02:01:00Z,1,Coriell:HG01608,300,104054667000,MGP00010,IBS022,33.5692009,7264.839042,216.4138212
,23579,ERR3241948,ERR3241948,ERR3241948,TRUE,WGS,PRJEB31736,SAMN00014413,NYGC,public,HG01610,2019-03-22,2019-03-22,ERX3268963,Illumina NovaSeq 6000,HG01610,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01610,male,ERP114329,EUR,European,10532446469,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:13:00Z,1,Coriell:HG01610,300,107634927300,MGP00010,IBS021,34.72423297,6950.391017,200.1596702
,23580,ERR3241949,ERR3241949,ERR3241949,TRUE,WGS,PRJEB31736,SAMN00014415,NYGC,public,HG01612,2019-03-22,2019-03-22,ERX3268964,Illumina NovaSeq 6000,HG01612,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01612,female,ERP114329,EUR,European,12067057328,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:37:00Z,1,Coriell:HG01612,300,112953753900,MGP00010,IBS021,36.44014599,6765.254769,185.6538876
,23581,ERR3241950,ERR3241950,ERR3241950,TRUE,WGS,PRJEB31736,SAMN00014416,NYGC,public,HG01613,2019-03-22,2019-03-22,ERX3268965,Illumina NovaSeq 6000,HG01613,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01613,female,ERP114329,EUR,European,10667440477,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T03:11:00Z,1,Coriell:HG01613,300,112798554600,MGP00010,IBS020,36.39007696,8192.241024,225.1229376
,23582,ERR3241951,ERR3241951,ERR3241951,TRUE,WGS,PRJEB31736,SAMN00014418,NYGC,public,HG01615,2019-03-22,2019-03-22,ERX3268966,Illumina NovaSeq 6000,HG01615,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01615,male,ERP114329,EUR,European,13782707544,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:32:00Z,1,Coriell:HG01615,300,125913674100,MGP00010,IBS020,40.62116139,9985.266261,245.8143962
,23583,ERR3241952,ERR3241952,ERR3241952,TRUE,WGS,PRJEB31736,SAMN00014420,NYGC,public,HG01617,2019-03-22,2019-03-22,ERX3268967,Illumina NovaSeq 6000,HG01617,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01617,male,ERP114329,EUR,European,10409667443,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:47:00Z,1,Coriell:HG01617,300,106921977000,MGP00010,IBS019,34.49422722,8017.755821,232.4376126
,23584,ERR3241953,ERR3241953,ERR3241953,TRUE,WGS,PRJEB31736,SAMN00014421,NYGC,public,HG01618,2019-03-22,2019-03-22,ERX3268968,Illumina NovaSeq 6000,HG01618,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01618,female,ERP114329,EUR,European,10623360417,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:13:00Z,1,Coriell:HG01618,300,105894381000,MGP00010,IBS019,34.16271324,8068.668845,236.1834901
,23585,ERR3241954,ERR3241954,ERR3241954,TRUE,WGS,PRJEB31736,SAMN00014422,NYGC,public,HG01619,2019-03-22,2019-03-22,ERX3268969,Illumina NovaSeq 6000,HG01619,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01619,male,ERP114329,EUR,European,10812255229,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T00:58:00Z,1,Coriell:HG01619,300,112041029400,MGP00010,IBS018,36.14569085,11123.32567,307.7358714
,23586,ERR3241955,ERR3241955,ERR3241955,TRUE,WGS,PRJEB31736,SAMN00014423,NYGC,public,HG01620,2019-03-22,2019-03-22,ERX3268970,Illumina NovaSeq 6000,HG01620,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01620,female,ERP114329,EUR,European,10207274015,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:05:00Z,1,Coriell:HG01620,300,103682634600,MGP00010,IBS018,33.44917908,7097.336413,212.1826786
,23587,ERR3241956,ERR3241956,ERR3241956,TRUE,WGS,PRJEB31736,SAMN00014426,NYGC,public,HG01623,2019-03-22,2019-03-22,ERX3268971,Illumina NovaSeq 6000,HG01623,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Iberian populations in Spain,IBS,2019-03-25T00:00:00Z,HG01623,female,ERP114329,EUR,European,10368731847,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T01:09:00Z,1,Coriell:HG01623,300,107598236700,MGP00010,IBS017,34.71239617,6123.833559,176.4163306
