Population Issue,x,Run,3189 VCF Files cohort,1GP Files,x,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,Genome_coverage,Avg rDNA Coverage,Estimated Copy #
,166,ERR3988927,ERR3988927,ERR3988927,TRUE,WGS,PRJEB36890,SAMEA6603739,NYGC,public,,2020-04-21,2020-03-13,ERX3990792,Illumina NovaSeq 6000,HG01701,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01701,,ERP120144,EUR,,9176241125,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T10:50:00Z,1,,300,114917547900,,,37.07368793,12399.28977,334.4498609
,167,ERR3988928,ERR3988928,ERR3988928,TRUE,WGS,PRJEB36890,SAMEA6603740,NYGC,public,,2020-04-21,2020-03-13,ERX3990793,Illumina NovaSeq 6000,HG01703,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01703,,ERP120144,EUR,,9372871530,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T21:13:00Z,1,,300,119468097300,,,38.54174613,10731.19731,278.4304913
,168,ERR3988929,ERR3988929,ERR3988929,TRUE,WGS,PRJEB36890,SAMEA6603741,NYGC,public,,2020-04-21,2020-03-13,ERX3990794,Illumina NovaSeq 6000,HG01706,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01706,,ERP120144,EUR,,10430692118,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:01:00Z,1,,300,125034483300,,,40.33752459,10318.56347,255.8055699
,169,ERR3988930,ERR3988930,ERR3988930,TRUE,WGS,PRJEB36890,SAMEA6603742,NYGC,public,,2020-04-21,2020-03-13,ERX3990795,Illumina NovaSeq 6000,HG01711,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01711,,ERP120144,EUR,,9317047085,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T21:14:00Z,1,,300,119465820300,,,38.54101154,9768.408442,253.4549056
,170,ERR3988931,ERR3988931,ERR3988931,TRUE,WGS,PRJEB36890,SAMEA6603743,NYGC,public,,2020-04-21,2020-03-13,ERX3990796,Illumina NovaSeq 6000,HG01748,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01748,,ERP120144,EUR,,8798479046,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T11:29:00Z,1,,300,112695278400,,,36.3567589,7873.514496,216.5626072
,171,ERR3988932,ERR3988932,ERR3988932,TRUE,WGS,PRJEB36890,SAMEA6603744,NYGC,public,,2020-04-21,2020-03-13,ERX3990797,Illumina NovaSeq 6000,HG01755,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01755,,ERP120144,EUR,,10596586731,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T21:05:00Z,1,,300,113113494900,,,36.49168023,9858.268514,270.1511263
,172,ERR3988933,ERR3988933,ERR3988933,TRUE,WGS,PRJEB36890,SAMEA6603745,NYGC,public,,2020-04-21,2020-03-13,ERX3990798,Illumina NovaSeq 6000,HG01763,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01763,,ERP120144,EUR,,9360672814,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T11:26:00Z,1,,300,116609883000,,,37.61965419,9411.461469,250.1740559
,173,ERR3988934,ERR3988934,ERR3988934,TRUE,WGS,PRJEB36890,SAMEA6603746,NYGC,public,,2020-04-21,2020-03-13,ERX3990799,Illumina NovaSeq 6000,HG01772,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01772,,ERP120144,EUR,,10826894604,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:30:00Z,1,,300,122635537200,,,39.56359771,7807.393496,197.3378041
,174,ERR3988935,ERR3988935,ERR3988935,TRUE,WGS,PRJEB36890,SAMEA6603747,NYGC,public,,2020-04-21,2020-03-13,ERX3990800,Illumina NovaSeq 6000,HG01774,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01774,,ERP120144,EUR,,8950541193,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T11:28:00Z,1,,300,116903849400,,,37.71449104,11199.28556,296.9491369
,175,ERR3988936,ERR3988936,ERR3988936,TRUE,WGS,PRJEB36890,SAMEA6603748,NYGC,public,,2020-04-21,2020-03-13,ERX3990801,Illumina NovaSeq 6000,HG01778,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01778,,ERP120144,EUR,,10499628406,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T13:52:00Z,1,,300,112805444100,,,36.39229959,8036.972735,220.8426735
,176,ERR3988937,ERR3988937,ERR3988937,TRUE,WGS,PRJEB36890,SAMEA6603749,NYGC,public,,2020-04-21,2020-03-13,ERX3990802,Illumina NovaSeq 6000,HG01780,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01780,,ERP120144,EUR,,10354689901,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-29T02:13:00Z,1,,300,125684162100,,,40.54711825,8995.080892,221.842668
,177,ERR3988938,ERR3988938,ERR3988938,TRUE,WGS,PRJEB36890,SAMEA6603750,NYGC,public,,2020-04-21,2020-03-13,ERX3990803,Illumina NovaSeq 6000,HG01782,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,IBS,2020-04-24T00:00:00Z,HG01782,,ERP120144,EUR,,9945310006,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:48:00Z,1,,300,116321563200,,,37.52663899,7489.639853,199.5819518
,178,ERR3988939,ERR3988939,ERR3988939,TRUE,WGS,PRJEB36890,SAMEA6603751,NYGC,public,,2020-04-21,2020-03-13,ERX3990804,Illumina NovaSeq 6000,HG01881,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01881,,ERP120144,AFR,,9165972582,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T11:49:00Z,1,,300,115396640700,,,37.22824863,13269.15292,356.4269985
,179,ERR3988940,ERR3988940,ERR3988940,TRUE,WGS,PRJEB36890,SAMEA6603752,NYGC,public,,2020-04-21,2020-03-13,ERX3990805,Illumina NovaSeq 6000,HG01884,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01884,,ERP120144,AFR,,10109369400,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:53:00Z,1,,300,116958342600,,,37.73207116,12074.1714,319.9975784
,180,ERR3988941,ERR3988941,ERR3988941,TRUE,WGS,PRJEB36890,SAMEA6603753,NYGC,public,,2020-04-21,2020-03-13,ERX3990806,Illumina NovaSeq 6000,HG01887,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01887,,ERP120144,AFR,,10233697372,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-29T04:19:00Z,1,,300,119710600800,,,38.61998047,17852.05378,462.2491663
,181,ERR3988942,ERR3988942,ERR3988942,TRUE,WGS,PRJEB36890,SAMEA6603754,NYGC,public,,2020-04-21,2020-03-13,ERX3990807,Illumina NovaSeq 6000,HG01888,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01888,,ERP120144,AFR,,12660962585,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:58:00Z,1,,300,117547012500,,,37.92198266,11027.72375,290.8002951
,182,ERR3988943,ERR3988943,ERR3988943,TRUE,WGS,PRJEB36890,SAMEA6603755,NYGC,public,,2020-04-21,2020-03-13,ERX3990808,Illumina NovaSeq 6000,HG01891,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01891,,ERP120144,AFR,,10322131069,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T22:43:00Z,1,,300,114187692900,,,36.83822853,6895.122277,187.1730143
,183,ERR3988944,ERR3988944,ERR3988944,TRUE,WGS,PRJEB36890,SAMEA6603756,NYGC,public,,2020-04-21,2020-03-13,ERX3990809,Illumina NovaSeq 6000,HG01895,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01895,,ERP120144,AFR,,10451561723,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T16:07:00Z,1,,300,122871377400,,,39.6396824,13324.46718,336.1396048
,184,ERR3988945,ERR3988945,ERR3988945,TRUE,WGS,PRJEB36890,SAMEA6603757,NYGC,public,,2020-04-21,2020-03-13,ERX3990810,Illumina NovaSeq 6000,HG01897,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01897,,ERP120144,AFR,,10094041573,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T15:45:00Z,1,,300,117561646200,,,37.92670365,10608.71639,279.7162782
,185,ERR3988946,ERR3988946,ERR3988946,TRUE,WGS,PRJEB36890,SAMEA6603758,NYGC,public,,2020-04-21,2020-03-13,ERX3990811,Illumina NovaSeq 6000,HG01898,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01898,,ERP120144,AMR,,9587461575,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T13:55:00Z,1,,300,115213747500,,,37.16924524,8908.683942,239.6789035
,186,ERR3988947,ERR3988947,ERR3988947,TRUE,WGS,PRJEB36890,SAMEA6603759,NYGC,public,,2020-04-21,2020-03-13,ERX3990812,Illumina NovaSeq 6000,HG01916,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01916,,ERP120144,AFR,,10127525873,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T19:04:00Z,1,,300,109822484400,,,35.42996339,7616.350008,214.9691752
,187,ERR3988948,ERR3988948,ERR3988948,TRUE,WGS,PRJEB36890,SAMEA6603760,NYGC,public,,2020-04-21,2020-03-13,ERX3990813,Illumina NovaSeq 6000,HG01919,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01919,,ERP120144,AMR,,9527822321,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T15:22:00Z,1,,300,113308878300,,,36.5547131,9465.303891,258.9352531
,188,ERR3988949,ERR3988949,ERR3988949,TRUE,WGS,PRJEB36890,SAMEA6603761,NYGC,public,,2020-04-21,2020-03-13,ERX3990814,Illumina NovaSeq 6000,HG01922,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01922,,ERP120144,AMR,,12286204767,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T16:11:00Z,1,,300,117124453800,,,37.78566049,9184.917455,243.079447
,189,ERR3988950,ERR3988950,ERR3988950,TRUE,WGS,PRJEB36890,SAMEA6603762,NYGC,public,,2020-04-21,2020-03-13,ERX3990815,Illumina NovaSeq 6000,HG01925,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01925,,ERP120144,AMR,,10227075461,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:39:00Z,1,,300,120834522300,,,38.98257014,10154.68417,260.4929365
,190,ERR3988951,ERR3988951,ERR3988951,TRUE,WGS,PRJEB36890,SAMEA6603763,NYGC,public,,2020-04-21,2020-03-13,ERX3990816,Illumina NovaSeq 6000,HG01928,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01928,,ERP120144,AMR,,10314189967,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:33:00Z,1,,300,118780645200,,,38.31996638,8537.054379,222.7834517
,191,ERR3988952,ERR3988952,ERR3988952,TRUE,WGS,PRJEB36890,SAMEA6603764,NYGC,public,,2020-04-21,2020-03-13,ERX3990817,Illumina NovaSeq 6000,HG01934,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01934,,ERP120144,AMR,,10352085870,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-27T17:37:00Z,1,,300,121591068900,,,39.22664054,12497.39642,318.5946146
,192,ERR3988953,ERR3988953,ERR3988953,TRUE,WGS,PRJEB36890,SAMEA6603765,NYGC,public,,2020-04-21,2020-03-13,ERX3990818,Illumina NovaSeq 6000,HG01937,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01937,,ERP120144,AMR,,12321536124,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-29T21:42:00Z,1,,300,115130940000,,,37.14253061,11937.96004,321.4094421
,193,ERR3988954,ERR3988954,ERR3988954,TRUE,WGS,PRJEB36890,SAMEA6603766,NYGC,public,,2020-04-21,2020-03-13,ERX3990819,Illumina NovaSeq 6000,HG01940,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01940,,ERP120144,AMR,,9601716664,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-27T21:21:00Z,1,,300,115652333100,,,37.31073787,8187.977693,219.4536522
,194,ERR3988955,ERR3988955,ERR3988955,TRUE,WGS,PRJEB36890,SAMEA6603767,NYGC,public,,2020-04-21,2020-03-13,ERX3990820,Illumina NovaSeq 6000,HG01943,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01943,,ERP120144,AMR,,9582092352,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-26T14:35:00Z,1,,300,110566086600,,,35.66985778,9494.854664,266.1870625
,195,ERR3988956,ERR3988956,ERR3988956,TRUE,WGS,PRJEB36890,SAMEA6603768,NYGC,public,,2020-04-21,2020-03-13,ERX3990821,Illumina NovaSeq 6000,HG01946,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01946,,ERP120144,AMR,,10213872355,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T02:57:00Z,1,,300,118575548100,,,38.25379976,18246.9496,476.9970491
,196,ERR3988957,ERR3988957,ERR3988957,TRUE,WGS,PRJEB36890,SAMEA6603769,NYGC,public,,2020-04-21,2020-03-13,ERX3990822,Illumina NovaSeq 6000,HG01949,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01949,,ERP120144,AMR,,11878661706,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T15:02:00Z,1,,300,113181942900,,,36.51376232,9805.167944,268.5334877
,197,ERR3988958,ERR3988958,ERR3988958,TRUE,WGS,PRJEB36890,SAMEA6603770,NYGC,public,,2020-04-21,2020-03-13,ERX3990823,Illumina NovaSeq 6000,HG01952,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01952,,ERP120144,AMR,,11878930844,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-05-01T08:38:00Z,1,,300,113746670100,,,36.69594964,11394.99632,310.5246337
,198,ERR3988959,ERR3988959,ERR3988959,TRUE,WGS,PRJEB36890,SAMEA6603771,NYGC,public,,2020-04-21,2020-03-13,ERX3990824,Illumina NovaSeq 6000,HG01955,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01955,,ERP120144,AMR,,10072048981,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T15:29:00Z,1,,300,120482141700,,,38.86888821,13623.06767,350.4877114
,199,ERR3988960,ERR3988960,ERR3988960,TRUE,WGS,PRJEB36890,SAMEA6603772,NYGC,public,,2020-04-21,2020-03-13,ERX3990825,Illumina NovaSeq 6000,HG01959,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01959,,ERP120144,AFR,,11832877348,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T00:42:00Z,1,,300,114209310600,,,36.84520265,8325.843173,225.9681743
,200,ERR3988961,ERR3988961,ERR3988961,TRUE,WGS,PRJEB36890,SAMEA6603773,NYGC,public,,2020-04-21,2020-03-13,ERX3990826,Illumina NovaSeq 6000,HG01960,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01960,,ERP120144,AFR,,10231752551,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T01:11:00Z,1,,300,121095282000,,,39.06669414,10011.62596,256.2701088
,201,ERR3988962,ERR3988962,ERR3988962,TRUE,WGS,PRJEB36890,SAMEA6603774,NYGC,public,,2020-04-21,2020-03-13,ERX3990827,Illumina NovaSeq 6000,HG01969,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01969,,ERP120144,AMR,,9949934508,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T06:38:00Z,1,,300,117734654700,,,37.98251813,9907.28301,260.8379722
,202,ERR3988963,ERR3988963,ERR3988963,TRUE,WGS,PRJEB36890,SAMEA6603775,NYGC,public,,2020-04-21,2020-03-13,ERX3990828,Illumina NovaSeq 6000,HG01972,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01972,,ERP120144,AMR,,10290857620,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-05-01T07:25:00Z,1,,300,117146098200,,,37.79264322,13915.98986,368.2195442
,203,ERR3988964,ERR3988964,ERR3988964,TRUE,WGS,PRJEB36890,SAMEA6603776,NYGC,public,,2020-04-21,2020-03-13,ERX3990829,Illumina NovaSeq 6000,HG01975,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01975,,ERP120144,AMR,,10098032567,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-29T19:21:00Z,1,,300,119486241300,,,38.54759959,9975.494667,258.7838095
,204,ERR3988965,ERR3988965,ERR3988965,TRUE,WGS,PRJEB36890,SAMEA6603777,NYGC,public,,2020-04-21,2020-03-13,ERX3990830,Illumina NovaSeq 6000,HG01978,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01978,,ERP120144,AMR,,10549066936,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T00:47:00Z,1,,300,124966936200,,,40.31573314,12516.4982,310.4618773
,205,ERR3988966,ERR3988966,ERR3988966,TRUE,WGS,PRJEB36890,SAMEA6603778,NYGC,public,,2020-04-21,2020-03-13,ERX3990831,Illumina NovaSeq 6000,HG01981,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01981,,ERP120144,AMR,,10502447297,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-29T06:58:00Z,1,,300,113916681000,,,36.75079706,12614.69513,343.2495658
,206,ERR3988967,ERR3988967,ERR3988967,TRUE,WGS,PRJEB36890,SAMEA6603779,NYGC,public,,2020-04-21,2020-03-13,ERX3990832,Illumina NovaSeq 6000,HG01983,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01983,,ERP120144,AMR,,12744128725,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T02:23:00Z,1,,300,138132170100,,,44.56298504,11226.48182,251.9239188
,207,ERR3988968,ERR3988968,ERR3988968,TRUE,WGS,PRJEB36890,SAMEA6603780,NYGC,public,,2020-04-21,2020-03-13,ERX3990833,Illumina NovaSeq 6000,HG01984,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01984,,ERP120144,AMR,,10381038103,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T15:33:00Z,1,,300,116871368400,,,37.70401231,8191.326423,217.2534413
,208,ERR3988969,ERR3988969,ERR3988969,TRUE,WGS,PRJEB36890,SAMEA6603781,NYGC,public,,2020-04-21,2020-03-13,ERX3990834,Illumina NovaSeq 6000,HG01987,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG01987,,ERP120144,AFR,,10185890194,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T00:17:00Z,1,,300,116130510900,,,37.46500338,11364.58104,303.3385831
,209,ERR3988970,ERR3988970,ERR3988970,TRUE,WGS,PRJEB36890,SAMEA6603782,NYGC,public,,2020-04-21,2020-03-13,ERX3990835,Illumina NovaSeq 6000,HG01993,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01993,,ERP120144,AMR,,11945322636,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T16:48:00Z,1,,300,113375027400,,,36.57605354,8856.932552,242.1511261
,210,ERR3988971,ERR3988971,ERR3988971,TRUE,WGS,PRJEB36890,SAMEA6603783,NYGC,public,,2020-04-21,2020-03-13,ERX3990836,Illumina NovaSeq 6000,HG01998,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG01998,,ERP120144,AMR,,13024028324,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T14:59:00Z,1,,300,118557102300,,,38.24784894,8016.928196,209.6046815
,211,ERR3988972,ERR3988972,ERR3988972,TRUE,WGS,PRJEB36890,SAMEA6603784,NYGC,public,,2020-04-21,2020-03-13,ERX3990837,Illumina NovaSeq 6000,HG02004,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,PEL,2020-04-24T00:00:00Z,HG02004,,ERP120144,AMR,,11870480144,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T01:09:00Z,1,,300,115521015900,,,37.26837347,7264.727355,194.9300889
,212,ERR3988973,ERR3988973,ERR3988973,TRUE,WGS,PRJEB36890,SAMEA6603785,NYGC,public,,2020-04-21,2020-03-13,ERX3990838,Illumina NovaSeq 6000,HG02011,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,ACB,2020-04-24T00:00:00Z,HG02011,,ERP120144,AFR,,12104485666,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-30T00:43:00Z,1,,300,114074861100,,,36.80182773,6004.866456,163.1676149
,213,ERR3988974,ERR3988974,ERR3988974,TRUE,WGS,PRJEB36890,SAMEA6603786,NYGC,public,,2020-04-21,2020-03-13,ERX3990839,Illumina NovaSeq 6000,HG02015,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,KHV,2020-04-24T00:00:00Z,HG02015,,ERP120144,EAS,,12059546791,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T15:03:00Z,1,,300,118271589000,,,38.15573915,11638.02899,305.0138525
,214,ERR3988975,ERR3988975,ERR3988975,TRUE,WGS,PRJEB36890,SAMEA6603787,NYGC,public,,2020-04-21,2020-03-13,ERX3990840,Illumina NovaSeq 6000,HG02018,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,KHV,2020-04-24T00:00:00Z,HG02018,,ERP120144,EAS,,11596841515,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T16:27:00Z,1,,300,130477837800,,,42.09361171,7500.154424,178.1779733
,215,ERR3988976,ERR3988976,ERR3988976,TRUE,WGS,PRJEB36890,SAMEA6603788,NYGC,public,,2020-04-21,2020-03-13,ERX3990841,Illumina NovaSeq 6000,HG02024,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,KHV,2020-04-24T00:00:00Z,HG02024,,ERP120144,EAS,,10339565763,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-28T16:25:00Z,1,,300,111919271700,,,36.10641045,10381.78985,287.5331476
,216,ERR3988977,ERR3988977,ERR3988977,TRUE,WGS,PRJEB36890,SAMEA6603789,NYGC,public,,2020-04-21,2020-03-13,ERX3990842,Illumina NovaSeq 6000,HG02027,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,KHV,2020-04-24T00:00:00Z,HG02027,,ERP120144,EAS,,11568707797,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T18:06:00Z,1,,300,116040909600,,,37.436097,8682.4309,231.9267124
,217,ERR3988978,ERR3988978,ERR3988978,TRUE,WGS,PRJEB36890,SAMEA6603790,NYGC,public,,2020-04-21,2020-03-13,ERX3990843,Illumina NovaSeq 6000,HG02030,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,,KHV,2020-04-24T00:00:00Z,HG02030,,ERP120144,EAS,,9540178750,"cram,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-04-25T17:42:00Z,1,,300,112983400800,,,36.44971042,9941.56895,272.7475428
